region6,name,slug
america,America,america
east_asia_pacific,East Asia & Pacific,east-asia-pacific
europe_central_asia,Europe & Central Asia,europe-central-asia
middle_east_north_africa,Middle East & North Africa,middle-east-north-africa
south_asia,South Asia,south-asia
sub_saharan_africa,Sub-Saharan Africa,sub-saharan-africa
