concept,name
skolverket_andel_ej_uppnatt_ett_poj_tcv144,"Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i ett ämne, pojkar"
skolverket_andel_ej_uppnatt_ett_tot_tcv145,"Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i ett ämne, totalt"
skolverket_andel_ej_uppnatt_min_tva_exkl_tcv145,"Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i minst två ämnen, exklusive nyinvandrade och okänd bakgrund"
skolverket_andel_ej_uppnatt_min_tva_tot_tcv145,"Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i minst två ämnen, totalt"
skolverket_andel_ej_uppnatt_minst_tva_tcv143,Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i minst två ämnen
skolverket_andel_ej_uppnatt_minst_tva_fli_tcv144,"Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i minst två ämnen, flickor"
skolverket_andel_ej_uppnatt_minst_tva_poj_tcv144,"Andel elever i årskurs 6 som ej uppnått kunskapskraven (A-E) i minst två ämnen, pojkar"
skolverket_andel_elever_exl_tcv110,Andel elever exklusive nyinvandrade
skolverket_andel_elever_min4ar_tcv110,"Andel elever årskurs 9, exklusive nyinvandrade och okänd bakgrund"
skolverket_andel_elever_min4ar_fli_tcv110,"Andel elever årskurs 9, exklusive nyinvandrade och okänd bakgrund, flickor"
skolverket_andel_elever_min4ar_poj_tcv110,"Andel elever årskurs 9, exklusive nyinvandrade och okänd bakgrund, pojkar"
skolverket_andel_elever_nyinv_tcv110,Andel elever nyinvandrade
skolverket_andel_examen_inom_3_tcv90,Andel som slutfört med examen inom 3 år
skolverket_andel_examen_inom_4_tcv90,Andel som slutfört med examen inom 4 år
skolverket_andel_examen_inom_5_tcv90,Andel som slutfört med examen inom 5 år
skolverket_andel_f_tcv65,Andel elever med kursprovsbetyg F
skolverket_andel_f_sv_tcv25,Andel utländsk bakgrund födda i Sverige
skolverket_andel_f_utl_tcv25,Andel utländsk bakgrund födda utomlands
skolverket_andel_fli_tcv140,Andel flickor
skolverket_andel_forald_eftergymn_utb_tcv136,Andel med föräldrar med eftergymnasial utbildning
skolverket_andel_forald_eftergymn_utb_tcv21,Andel med föräldrar med eftergymnasial utbildning
skolverket_andel_forald_eftergymn_utb_tcv70,Andel med föräldrar med eftergymnasial utbildning
skolverket_andel_forgy_tcv26,"Andel elever, föräldrar förgymnasial utbildning"
skolverket_andel_gy_tcv26,"Andel elever, föräldrar gymnasieutbildning"
skolverket_andel_hojt_tcv55,Andel elever med högre kursbetyg än provbetyg i ämnet
skolverket_andel_hojt_kvi_tcv55,"Andel elever med högre kursbetyg än provbetyg i ämnet, kvinnor"
skolverket_andel_hojt_man_tcv55,"Andel elever med högre kursbetyg än provbetyg i ämnet, män"
skolverket_andel_kvi_tcv136,Andel kvinnor
skolverket_andel_kvi_tcv21,Andel kvinnor
skolverket_andel_kvi_tcv70,Andel kvinnor
skolverket_andel_lika_tcv55,Andel elever med lika kursbetyg som provbetyg i ämnet
skolverket_andel_lika_kvi_tcv55,"Andel elever med lika kursbetyg som provbetyg i ämnet, kvinnor"
skolverket_andel_lika_man_tcv55,"Andel elever med lika kursbetyg som provbetyg i ämnet, män"
skolverket_andel_med_examen_tcv88,Andel avgångselever med examen
skolverket_andel_med_gr_behorighet_tcv88,Andel avgångselever med grundläggande behörighet
skolverket_andel_med_studiebevis_tcv88,Andel avgångselever med studiebevis
skolverket_andel_med_utokat_prog_tcv88,Andel avgångselever med utökat program
skolverket_andel_minst_e_eng5_tcv88,Andel avgångselever med minst betyget E i Engelska 5
skolverket_andel_minst_e_gyarb_tcv88,Andel avgångselever med minst betyget E i gymnasiearbete
skolverket_andel_minst_e_hist1_tcv88,Andel avgångselever med minst betyget E i Historia 1
skolverket_andel_minst_e_idr1_tcv88,Andel avgångselever med minst betyget E i Idrott 1
skolverket_andel_minst_e_ma1_tcv88,Andel avgångselever med minst betyget E i Matematik 1
skolverket_andel_minst_e_na1_tcv88,Andel avgångselever med minst betyget E i Naturkunskap 1
skolverket_andel_minst_e_re1_tcv88,Andel avgångselever med minst betyget E i Religion 1
skolverket_andel_minst_e_sam1_tcv88,Andel avgångselever med minst betyget E i Samhällskunskap 1
skolverket_andel_minst_e_sv1_tcv88,Andel avgångselever med minst betyget E i Svenska 1
skolverket_andel_minst_e_sva1_tcv88,Andel avgångselever med minst betyget E i Svenska som andraspråk 1
skolverket_andel_natt_malen_alla_amnen_tcv139,Andel som uppnått kunskapskraven i alla ämnen
skolverket_andel_natt_malen_alla_exklok_tcv139,Andel som uppnått kunskapskraven i alla ämnen exklusive okänd bakgrund
skolverket_andel_poj_tcv140,Andel pojkar
skolverket_andel_pojkar_tcv95,Andel (%) pojkar
skolverket_andel_samma_prog_inom_3_tcv90,Andel elever som startat och slutfört utbildningen inom samma program inom 3 år
skolverket_andel_samma_prog_inom_4_tcv90,Andel elever som startat och slutfört utbildningen inom samma program inom 4 år
skolverket_andel_samma_prog_inom_5_tcv90,Andel elever som startat och slutfört utbildningen inom samma program inom 5 år
skolverket_andel_sankt_tcv55,Andel elever med lägre kursbetyg än provbetyg i ämnet
skolverket_andel_sankt_kvi_tcv55,"Andel elever med lägre kursbetyg än provbetyg i ämnet, kvinnor"
skolverket_andel_sankt_man_tcv55,"Andel elever med lägre kursbetyg än provbetyg i ämnet, män"
skolverket_andel_studerar_ett_tcv185,Andel ungdomar som studerar ett år efter gymnasiestudier
skolverket_andel_studerar_ett_tcv97,Andel ungdomar som studerar ett år efter gymnasiestudier
skolverket_andel_studerar_tre_tcv97,Andel ungdomar som studerar tre år efter gymnasiestudier
skolverket_andel_studiebevis_inom_3_tcv90,Andel elever som slutfört utbildningen med studiebevis om 2500 poäng inom 3 år
skolverket_andel_studiebevis_inom_4_tcv90,Andel elever som slutfört utbildningen med studiebevis om 2500 poäng inom 4 år
skolverket_andel_studiebevis_inom_5_tcv90,Andel elever som slutfört utbildningen med studiebevis om 2500 poäng inom 5 år
skolverket_andel_sv_tcv25,Andel svensk bakgrund
skolverket_andel_uppnatt_alla_tcv143,Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i alla ämnen
skolverket_andel_uppnatt_alla_exkl_tcv145,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i alla ämnen, exklusive nyinvandrade och okänd bakgrund"
skolverket_andel_uppnatt_alla_fli_tcv144,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i alla ämnen, flickor"
skolverket_andel_uppnatt_alla_poj_tcv144,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i alla ämnen, pojkar"
skolverket_andel_uppnatt_alla_tot_tcv145,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i alla ämnen, totalt"
skolverket_andel_utl_tcv136,Andel elever med utländsk bakgrund
skolverket_andel_utl_tcv21,Andel elever med utländsk bakgrund
skolverket_andel_utl_tcv70,Andel elever med utländsk bakgrund
skolverket_ant_af_fli_tcv49,Antal flickor med provbetyget A-F
skolverket_ant_af_poj_tcv49,Antal pojkar med provbetyget A-F
skolverket_ant_af_tot_tcv49,Antal elever med provbetyget A-F
skolverket_ant_amnen_medel_tcv143,Genomsnittligt antal ämnesbetyg
skolverket_ant_amnen_medel_exkl_tcv145,Genomsnittligt antal ämnesbetyg exklusive nyinvandrade
skolverket_ant_amnen_medel_fli_tcv144,"Genomsnittligt antal ämnesbetyg, flickor"
skolverket_ant_amnen_medel_poj_tcv144,"Genomsnittligt antal ämnesbetyg, pojkar"
skolverket_ant_amnen_medel_tot_tcv145,"Genomsnittligt antal ämnesbetyg, totalt"
skolverket_ant_behoriga_tcv101,"Antal lärare med lärarlegitimation och behörighet i minst ett ämne, alla tjänstgörande lärare"
skolverket_ant_behoriga_tcv102,Antal lärare med lärarlegitimation och behörighet i ämnet
skolverket_ant_behoriga_tcv105,Antal lärare med lärarlegitimation och behörighet i minst ett ämne
skolverket_ant_behoriga_tcv106,Antal lärare med lärarlegitimation och behörighet i ämnet
skolverket_ant_behoriga_tcv263,Antal lärare med lärarlegitimation och behörighet i ämnet
skolverket_ant_forstelarare_tcv101,Antal tjänstgörande förstelärare
skolverket_ant_forstelarare_tcv105,Antal tjänstgörande förstelärare
skolverket_ant_larare_tcv101,Totalt antal tjänstgörande lärare
skolverket_ant_larare_tcv102,Totalt antal tjänstgörande lärare i ämnet
skolverket_ant_larare_tcv105,Totalt antal tjänstgörande lärare
skolverket_ant_larare_tcv106,Totalt antal tjänstgörande lärare i ämnet
skolverket_ant_larare_tcv263,Totalt antal tjänstgörande lärare i ämnet
skolverket_ant_larare_pedex_tcv101,"Antal lärare med pedagogisk högskoleexamen, alla tjänstgörande lärare"
skolverket_ant_larare_pedex_tcv102,"Antal lärare med pedagogisk högskoleexamen i ämnet, alla tjänstgörande lärare"
skolverket_ant_larare_pedex_tcv105,"Antal lärare med pedagogisk högskoleexamen, alla tjänstgörande lärare"
skolverket_ant_larare_pedex_tcv106,"Antal lärare med pedagogisk högskoleexamen, alla tjänstgörande lärare"
skolverket_ant_larare_pedex_tcv263,"Antal lärare med pedagogisk högskoleexamen, alla tjänstgörande lärare"
skolverket_ant_slutat_tcv185,Antal ungdomar som avslutade studierna detta år
skolverket_ant_slutat_tcv97,Antal ungdomar som avslutade studierna detta år
skolverket_antal_eftgy_tcv26,"Antal elever, föräldrar eftergymnasial utbildning"
skolverket_antal_elever_tcv139,Antal elever
skolverket_antal_elever_tcv5,Antal elever
skolverket_antal_elever_tcv55,Totalt antal elever
skolverket_antal_elever_tcv65,Totalt antal elever
skolverket_antal_elever_tcv88,Totalt antal elever
skolverket_antal_elever_exklok_tcv110,"Antal elever, exklusive okänd bakgrund"
skolverket_antal_elever_exl_tcv110,Antal elever exklusive nyinvandrade
skolverket_antal_elever_min4ar_tcv110,"Antal elever årskurs 9, exklusive nyinvandrade och okänd bakgrund"
skolverket_antal_elever_min4ar_fli_tcv110,"Antal elever årskurs 9, exklusive nyinvandrade och okänd bakgrund, flickor"
skolverket_antal_elever_min4ar_poj_tcv110,"Antal elever årskurs 9, exklusive nyinvandrade och okänd bakgrund, pojkar"
skolverket_antal_elever_nyinv_tcv110,Antal elever nyinvandrade
skolverket_antal_elever_samtl_tcv110,"Antal elever, totalt"
skolverket_antal_f_sv_tcv25,Antal utländsk bakgrund födda i Sverige
skolverket_antal_f_utl_tcv25,Antal utländsk bakgrund födda utomlands
skolverket_antal_fli_tcv140,Antal flickor årskurs 9
skolverket_antal_fli_tcv93,Antal flickor årskurs 9
skolverket_antal_forgy_tcv26,"Antal elever, föräldrar förgymnasial utbildning"
skolverket_antal_gy_tcv26,"Antal elever, föräldrar gymnasieutbildning"
skolverket_antal_kvi_tcv55,Antal kvinnor
skolverket_antal_m_betyg_tcv143,Antal elever årskurs 6
skolverket_antal_m_betyg_exkl_tcv145,"Antal elever årskurs 6, exklusive nyinvandrade och okänd bakgrund"
skolverket_antal_m_betyg_fli_tcv144,"Antal elever årskurs 6, flickor"
skolverket_antal_m_betyg_poj_tcv144,"Antal elever årskurs 6, pojkar"
skolverket_antal_m_betyg_tot_tcv145,"Antal elever årskurs 6, totalt"
skolverket_antal_man_tcv55,Antal män
skolverket_antal_poj_tcv140,Antal pojkar årskurs 9
skolverket_antal_poj_tcv93,Antal pojkar i ämnet årskurs 9
skolverket_antal_slutbetyg_tcv54,Antal elever med slutbetyg
skolverket_antal_startat_tcv90,Antal elever som startat programmet
skolverket_antal_sv_tcv25,Antal svensk bakgrund
skolverket_antal_tot_tcv140,Antal elever i årskurs 9
skolverket_antal_tot_tcv93,Antal elever i ämnet årskurs 9
skolverket_ar1_tcv136,Antal elever år 1
skolverket_ar1_tcv21,Antal elever år 1
skolverket_ar1_tcv70,Antal elever år 1
skolverket_ar2_tcv136,Antal elever år 2
skolverket_ar2_tcv21,Antal elever år 2
skolverket_ar2_tcv70,Antal elever år 2
skolverket_ar3_tcv136,Antal elever år 3
skolverket_ar3_tcv21,Antal elever år 3
skolverket_ar3_tcv70,Antal elever år 3
skolverket_ber_and_uppn_malen_tcv95,Modell- beräknat värde (B) för andel (%) som uppnått kunskapskraven
skolverket_ber_meritvarde_tcv95,Modell- beräknat värde (B) för genomsnittligt meritvärde
skolverket_betpoang_fli_tcv93,Betygspoäng flickor
skolverket_betpoang_poj_tcv93,Betygspoäng pojkar
skolverket_betpoang_tot_tcv93,Betygspoäng totalt
skolverket_bi_andel_hojt_tcv4,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, biologi"
skolverket_bi_andel_lika_tcv4,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, biologi"
skolverket_bi_andel_sankt_tcv4,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, biologi"
skolverket_bi_antal_m_betyg_tcv4,"Antal elever med provbetyg och slutbetyg, biologi"
skolverket_elever_789_per_syv_tcv16,"Antal elever årskurs 7-9 per studie- och yrkesvägledare, heltidstjänster"
skolverket_elever_per_helttj_tcv17,Antal elever per heltidstjänst
skolverket_elever_per_larare_tcv16,"Antal elever per lärare, heltidstjänster"
skolverket_elever_per_syv_tcv16,"Antal elever per studie- och yrkesvägledare, heltidstjänster"
skolverket_elever_per_syvhelttj_tcv17,Antal elever per studie- och yrkesvägledare
skolverket_en_andel_hojt_tcv1,Andel elever i årskurs 9 med högre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_hojt_tcv2,Andel elever i årskurs 9 med högre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_hojt_tcv83,Andel elever i årskurs 6 med högre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_lika_tcv1,Andel elever i årskurs 9 med lika slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_lika_tcv2,Andel elever i årskurs 9 med lika slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_lika_tcv83,Andel elever i årskurs 6 med lika slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_sankt_tcv1,Andel elever i årskurs 9 med lägre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_sankt_tcv2,Andel elever i årskurs 9 med lägre slutbetyg i engelska jämfört med provbetyget
skolverket_en_andel_sankt_tcv83,Andel elever i årskurs 6 med lägre slutbetyg i engelska jämfört med provbetyget
skolverket_en_antal_m_betyg_tcv1,Antal elever i årskurs 9 med provbetyg och slutbetyg i engelska
skolverket_en_antal_m_betyg_tcv2,Antal elever i årskurs 9 med provbetyg och slutbetyg i engelska
skolverket_en_antal_m_betyg_tcv83,Antal elever i årskurs 6 med provbetyg och slutbetyg i engelska
skolverket_fklass_andel_fli_tcv6,Andel (%) flickor förskoleklass
skolverket_fklass_elever_tcv6,Antal elever förskoleklass
skolverket_fli_andel_ae_tcv193,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provets delprov, flickor"
skolverket_fli_andel_ae_tcv196,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) nationella provet för ämnet, flickor"
skolverket_fli_andel_ae_tcv199,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, flickor"
skolverket_fli_andel_ae_tcv200,"Andel elever i årskurs 9 som uppnått kunskapskraven (A-E) i nationella provet för ämnet, flickor"
skolverket_fli_andel_ae_tcv71,"Andel elever i årskurs 6 som uppnått kunskapskraven (A-E) i ämnet, flickor"
skolverket_fli_gbp_tcv193,"Genomsnittligt betygspoäng i nationella provets delprov för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv196,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv199,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv200,"Genomsnittligt betygspoäng i nationella provet för ämnet för elever i årskurs 9, flickor"
skolverket_fli_gbp_tcv71,"Genomsnittligt betygspoäng i ämnet för elever i årskurs 6, flickor"
skolverket_fli_m_betyg_tcv193,Antal flickor som deltagit i nationella provets delprov i ämnet årskurs 9
skolverket_fli_m_betyg_tcv196,Antal flickor som deltagit i nationella provet i ämnet årskurs 9
skolverket_fli_m_betyg_tcv199,Antal flickor som deltagit i nationella provet i ämnet årskurs 9
skolverket_fli_m_betyg_tcv200,Antal flickor som deltagit i nationella provet i ämnet årskurs 9
skolverket_fli_m_betyg_tcv71,Antal flickor med betyg i ämnet årskurs 6
skolverket_foraldr_utb_tcv95,Föräldrarnas genomsnittliga utbildningsnivå
skolverket_fy_andel_hojt_tcv4,"Andel (%) elever med högre slutbetyg jämfört med provbetyget, fysik"
skolverket_fy_andel_lika_tcv4,"Andel (%) elever med lika slutbetyg jämfört med provbetyget, fysik"
skolverket_fy_andel_sankt_tcv4,"Andel (%) elever med lägre slutbetyg jämfört med provbetyget, fysik"
skolverket_fy_antal_m_betyg_tcv4,"Antal elever med provbetyg och slutbetyg, fysik"
skolverket_gbp_tcv54,Genomsnittligt betygspoäng
skolverket_gbp_tcv88,Genomsnittligt betygspoäng för elever med examen eller studiebevis
